title,community,model,area,price,ave,time,link,longitude,latitude
绿地MTOWN，人气房源，南北通，小户型,绿地MTOWN,1室1厅,38平,5000,131,2017.03.11上架,http://sh.lianjia.com/zufang/shz3832126.html,121.60988,31.183399
凌兆新村，1室1厅，闹中取静，上门实勘,凌兆新村（凌兆路379弄）,1室1厅,49平,3800,77,2017.07.13上架,http://sh.lianjia.com/zufang/shz4093597.html,121.5043027,31.14856716
凯德嘉博名邸，两室户，人气房源，高区景观好,凯德嘉博名邸,2室2厅,91平,10000,109,2017.07.12上架,http://sh.lianjia.com/zufang/shz4090306.html,121.528598,31.191295
杉林新月，放心好房，实地看房，简约二室,杉林新月（环林东路799弄）,2室2厅,73平,4600,63,2017.07.01上架,http://sh.lianjia.com/zufang/shz4068484.html,121.5372536,31.14862364
好楼层，舒适三室，人气房源，生活很便利,仁恒滨江园,3室2厅,144平,24000,166,2017.06.16上架,http://sh.lianjia.com/zufang/shz4036818.html,121.514066,31.236233
新领地，链家有钥匙，小户型，附近有地铁,新领地,1室1厅,62平,6500,104,2017.08.11上架,http://sh.lianjia.com/zufang/shz4150448.html,121.556841,31.209192
未来域，享受好房，适合自住，出行方便,未来域,2室2厅,89平,7500,84,2017.08.11上架,http://sh.lianjia.com/zufang/shz4150338.html,121.542432,31.153745
兴业嘉园，采光棒，链家房源，温馨之家,兴业嘉园,1室1厅,138平,15000,108,2017.08.11上架,http://sh.lianjia.com/zufang/shz4150199.html,121.539289,31.228589
金桥瑞仕花园，生活很便利，好房待租，南北直通,金桥瑞仕花园,2室2厅,116平,14000,120,2017.08.11上架,http://sh.lianjia.com/zufang/shz4150151.html,121.582859,31.261703
链家好房，看房方便，高清实拍，适合自住,朱家门小区,2室1厅,50平,4300,86,2017.08.10上架,http://sh.lianjia.com/zufang/shz4149266.html,121.5871502,31.28298568
交通便利，放心好房，上门实拍，低楼层,金鹏苑,2室1厅,65平,4900,75,2017.08.09上架,http://sh.lianjia.com/zufang/shz4147108.html,121.5967874,31.26201364
钥匙在店，适合自住，南北通，出行方便,阳光花城,2室2厅,97平,8500,87,2017.08.09上架,http://sh.lianjia.com/zufang/shz4146276.html,121.629006,31.212499
链家房源，生活很便利，空气清新，钥匙在店,香樟苑（浦东）,2室1厅,65平,4700,72,2017.08.09上架,http://sh.lianjia.com/zufang/shz4146184.html,121.5130351,31.16430083
地杰国际城，生活很便利，好房好心情，南北直通,地杰国际城（F欧香四季）,3室2厅,139平,7500,53,2017.08.08上架,http://sh.lianjia.com/zufang/shz4145421.html,121.57983,31.163779
香山新村东北街坊，简约二室，附近有地铁，看房有钥匙,香山新村东北街坊,2室1厅,63平,6000,95,2017.08.08上架,http://sh.lianjia.com/zufang/shz4145086.html,121.5777146,31.24871693
钥匙在链家，出行方便，适合自住，上门实拍,海尚新纪园,2室2厅,86平,6000,69,2017.08.08上架,http://sh.lianjia.com/zufang/shz4144752.html,121.500044,31.144864
有钥匙方便看，出行方便，享受好房，好楼层,华观商住楼,3室2厅,136平,3500,25,2017.08.08上架,http://sh.lianjia.com/zufang/shz4144393.html,121.769146,31.053095
汇智湖畔家园，链家好房，钥匙在店，空气清新,汇智湖畔家园,3室1厅,87平,8300,95,2017.08.08上架,http://sh.lianjia.com/zufang/shz4144154.html,121.6124,31.204905
未来域，有爱有家，3房出租，钥匙在链家,未来域,3室2厅,123平,8500,69,2017.08.07上架,http://sh.lianjia.com/zufang/shz4143983.html,121.542432,31.153745
出行方便，有钥匙方便看，链家好房，温馨一室,昌四小区,1室2厅,63平,5000,79,2017.08.07上架,http://sh.lianjia.com/zufang/shz4143792.html,121.521319,31.183146
大华锦绣华城，1室1厅，如您所见，看房有钥匙,大华锦绣华城（二街区）,1室1厅,55平,5300,96,2017.08.07上架,http://sh.lianjia.com/zufang/shz4143707.html,121.533269,31.187226
阜兴世纪公馆，链家好房，交通方便，适合自住,阜兴世纪公馆,2室2厅,119平,17000,142,2017.08.07上架,http://sh.lianjia.com/zufang/shz4143202.html,121.535942,31.231169
梅园二街坊，地铁沿线，看房有钥匙，放心好房,梅园二街坊,2室1厅,51平,6500,127,2017.08.07上架,http://sh.lianjia.com/zufang/shz4143086.html,121.5309453,31.24239332
樱花坊，高清大图，交通方便，有爱有家,樱花坊,2室2厅,77平,5500,71,2017.08.06上架,http://sh.lianjia.com/zufang/shz4142590.html,121.558072,31.214566
南北通透，简约二室，好楼层，交通方便,昌五小区,2室1厅,54平,4500,83,2017.08.06上架,http://sh.lianjia.com/zufang/shz4142554.html,121.522948,31.184486
地铁沿线，放心好房，有钥匙，3房出租,绿城玉兰花园（二期）,3室2厅,90平,9000,100,2017.08.06上架,http://sh.lianjia.com/zufang/shz4141667.html,121.662227,31.22489
交通方便，上门实勘，有钥匙方便看，3室2厅,万科金色城市,3室2厅,89平,6300,70,2017.08.06上架,http://sh.lianjia.com/zufang/shz4141454.html,121.578753,31.167328
上门实拍，4室1厅2卫，生活很便利，钥匙房,纯翠苑,4室1厅,124平,9800,79,2017.08.06上架,http://sh.lianjia.com/zufang/shz4141267.html,121.507518,31.15879
附近有地铁，高清照片，光线非常好，有钥匙,东南新村（浦东）,1室1厅,32平,4200,131,2017.08.06上架,http://sh.lianjia.com/zufang/shz4140799.html,121.522882,31.231277
巨东小区，上下楼方便，看房有钥匙，1室1厅,巨东小区,1室1厅,47平,3500,74,2017.08.06上架,http://sh.lianjia.com/zufang/shz4140650.html,121.556479,31.242995
金旋小区，温馨一室，视野很好，近地铁,金旋小区,1室0厅,36平,3800,105,2017.08.05上架,http://sh.lianjia.com/zufang/shz4139966.html,121.5410884,31.18906442
金桥新村四街坊，闹中取静，钥匙在链家，精致户型,金桥新村四街坊（博兴路916弄）,2室2厅,57平,4500,78,2017.08.05上架,http://sh.lianjia.com/zufang/shz4139875.html,121.599263,31.270009
附近有地铁，好房好心情，2室2厅1卫，看房有钥匙,华夏二路201弄,2室2厅,82平,4500,54,2017.08.05上架,http://sh.lianjia.com/zufang/shz4139331.html,121.69042402271,31.200885820359
金杨四街坊，钥匙在链家，好房待租，小户型,金杨四街坊,1室1厅,42平,3500,83,2017.08.05上架,http://sh.lianjia.com/zufang/shz4138413.html,121.578972,31.24942342
香山新村西南街坊，交通便利，光线棒，钥匙在链家,香山新村西南街坊,2室1厅,66平,5500,83,2017.08.05上架,http://sh.lianjia.com/zufang/shz4138394.html,121.5738981,31.24633449
沙田公寓，温馨一室，低楼层，钥匙在链家,沙田公寓,1室1厅,53平,2500,47,2017.08.05上架,http://sh.lianjia.com/zufang/shz4138369.html,121.678161,31.201939
东陆新村四街坊，2室1厅，看房方便，附近有地铁,东陆新村四街坊,2室1厅,64平,4300,67,2017.08.04上架,http://sh.lianjia.com/zufang/shz4137878.html,121.600893,31.283245
紫光大厦，地铁沿线，有钥匙，舒适三室,紫光大厦,3室2厅,157平,16000,101,2017.08.04上架,http://sh.lianjia.com/zufang/shz4137606.html,121.5174673,31.2352219
3室2厅，有钥匙方便看，出行方便，真实在租,凯鑫苑,3室2厅,109平,6600,60,2017.08.04上架,http://sh.lianjia.com/zufang/shz4136578.html,121.612627,31.28616547
天池一村，两室户，链家好房，近地铁,天池一村,2室1厅,64平,5200,81,2017.08.04上架,http://sh.lianjia.com/zufang/shz4136241.html,121.550074,31.192422
看房有钥匙，闹中取静，有爱有家，附近有地铁,南泉小区,2室1厅,52平,6400,123,2017.08.03上架,http://sh.lianjia.com/zufang/shz4134392.html,121.5292505,31.21939613
顺馨佳园，1室1厅，出行方便，高清照片,顺馨佳园,1室1厅,60平,2600,43,2017.08.03上架,http://sh.lianjia.com/zufang/shz4134370.html,121.683402,31.198141
看房有钥匙，高区景观房，1室1厅1卫，交通便利,潍坊四村,1室1厅,41平,4800,117,2017.08.03上架,http://sh.lianjia.com/zufang/shz4134035.html,121.530817,31.224111
高清大图，空气清新，3房出租，生活很便利,世茂滨江花园,3室2厅,237平,36800,155,2017.08.03上架,http://sh.lianjia.com/zufang/shz4133721.html,121.520399,31.227414
金光小区，出行方便，适合自住，好房好心情,金光小区,2室1厅,60平,5500,91,2017.08.02上架,http://sh.lianjia.com/zufang/shz4132892.html,121.519165,31.15065
万科海上传奇，出行方便，高区采光好，钥匙在店,万科海上传奇,2室2厅,84平,7900,94,2017.08.02上架,http://sh.lianjia.com/zufang/shz4132770.html,121.574116,31.164135
东方金座，有钥匙，生活很便利，改善住房,东方金座,3室2厅,136平,12000,88,2017.08.02上架,http://sh.lianjia.com/zufang/shz4132716.html,121.537368,31.214503
毕加索小镇，生活很便利，好楼层，有钥匙,毕加索小镇（一期）（公寓）,2室0厅,66平,5200,78,2017.08.02上架,http://sh.lianjia.com/zufang/shz4132649.html,121.653788,31.221435
上浦小区，南北通透，出行方便，放心好房,上浦小区,3室1厅,89平,5000,56,2017.08.02上架,http://sh.lianjia.com/zufang/shz4131581.html,121.6952434,31.19731229
金杨新村三街坊，钥匙在店，高区景观好，地铁沿线,金杨新村三街坊,3室1厅,72平,5800,80,2017.08.01上架,http://sh.lianjia.com/zufang/shz4131454.html,121.5845,31.256621
钻石苑，视野开阔，适合自住，出行方便,钻石苑,2室2厅,109平,4500,41,2017.08.01上架,http://sh.lianjia.com/zufang/shz4131373.html,121.698957,31.194605
朱家滩小区，有钥匙房源，地铁沿线，温馨一室,朱家滩小区,1室1厅,34平,4250,125,2017.08.01上架,http://sh.lianjia.com/zufang/shz4131102.html,121.5263242,31.2297083
高区采光好，两室户，好房待租，有钥匙,第五大道,2室2厅,105平,10500,100,2017.08.01上架,http://sh.lianjia.com/zufang/shz4131058.html,121.554268,31.239542
享受好房，视野很好，地铁沿线，钥匙在链家,浦坊大楼,2室1厅,60平,6800,113,2017.08.01上架,http://sh.lianjia.com/zufang/shz4130912.html,121.532988,31.22575498
八方大厦，好楼层，交通便利，钥匙在链家,八方大厦,3室2厅,155平,12000,77,2017.07.31上架,http://sh.lianjia.com/zufang/shz4129724.html,121.544802,31.24108
潍坊四村，钥匙在店，1室1厅1卫，高清实拍,潍坊四村,1室1厅,41平,4800,117,2017.07.31上架,http://sh.lianjia.com/zufang/shz4129503.html,121.530817,31.224111
高区景观房，交通方便，2室1厅，钥匙在店,金恒小区,2室1厅,54平,5000,92,2017.07.31上架,http://sh.lianjia.com/zufang/shz4128874.html,121.5435962,31.18979037
有爱有家，出行方便，小户型，有钥匙方便看,瑞达苑,1室2厅,66平,10000,151,2017.07.31上架,http://sh.lianjia.com/zufang/shz4128299.html,121.548228,31.2144769
兰园小区，高区阳光房，简约二室，钥匙房,兰园小区,2室0厅,53平,2730,51,2017.07.31上架,http://sh.lianjia.com/zufang/shz4128171.html,121.5194457,31.23239053
香山新村东南街坊，2室1厅，钥匙在店，好房好心情,香山新村东南街坊,2室1厅,79平,5500,69,2017.07.30上架,http://sh.lianjia.com/zufang/shz4127300.html,121.5777848,31.24658539
上下楼方便，高清大图，好房待租，钥匙房,香梅花园,1室2厅,72平,9500,131,2017.07.30上架,http://sh.lianjia.com/zufang/shz4126867.html,121.544671,31.217388
好房好心情，好楼层，1室1厅，有钥匙房源,地杰国际城（D街坊）,1室1厅,56平,4800,85,2017.07.30上架,http://sh.lianjia.com/zufang/shz4126509.html,121.581511,31.167047
一室小户型，高清大图，好房待租，生活很便利,博山小区,1室1厅,39平,3800,97,2017.07.30上架,http://sh.lianjia.com/zufang/shz4126435.html,121.561216,31.25253
保利御樽苑，改善住房，光线充足，生活很便利,保利御樽苑（公寓）,3室2厅,145平,6000,41,2017.07.30上架,http://sh.lianjia.com/zufang/shz4125826.html,121.658002,31.212481
链家好房，生活很便利，钥匙在店，光线棒,金杨新村五街坊,3室1厅,74平,6300,85,2017.07.30上架,http://sh.lianjia.com/zufang/shz4125710.html,121.583639,31.251299
看房有钥匙，3室2厅，高清大图，链家房源,仁恒滨江园,3室2厅,171平,23000,134,2017.07.29上架,http://sh.lianjia.com/zufang/shz4123641.html,121.514066,31.236233
南北通透，链家有钥匙，空气清新，地铁沿线,昌七小区,2室1厅,56平,4500,80,2017.07.29上架,http://sh.lianjia.com/zufang/shz4123569.html,121.522305,31.18085
两室户，生活很便利，链家房源，采光棒,东三里桥路160弄,2室0厅,47平,4000,85,2017.07.29上架,http://sh.lianjia.com/zufang/shz4123380.html,121.5174005,31.20527914
有爱有家，高清大图，钥匙在店，2室2厅,金杨六街坊,2室2厅,83平,5200,62,2017.07.29上架,http://sh.lianjia.com/zufang/shz4123205.html,121.5798115,31.24982528
金杨四街坊，看房有钥匙，光线充足，适合自住,金杨四街坊,2室1厅,75平,4800,64,2017.07.28上架,http://sh.lianjia.com/zufang/shz4121504.html,121.578972,31.24942342
高区阳光房，出行方便，如您所见，舒适三室,金羽名庭,3室2厅,128平,12000,93,2017.07.27上架,http://sh.lianjia.com/zufang/shz4120734.html,121.563539,31.243425
高区采光好，交通便利，链家有钥匙，如您所见,恒大华城天地苑,2室2厅,91平,7800,85,2017.07.27上架,http://sh.lianjia.com/zufang/shz4119324.html,121.4920908,31.16548251
明珠苑，看房方便，地铁沿线，精致户型,明珠苑（浦东）,2室1厅,76平,6000,78,2017.07.26上架,http://sh.lianjia.com/zufang/shz4118838.html,121.564327,31.246548
视野开阔，如您所见，近地铁，链家有钥匙,潍坊四村,1室0厅,33平,4300,130,2017.07.26上架,http://sh.lianjia.com/zufang/shz4118011.html,121.530817,31.224111
上钢八九村，地铁沿线，精致户型，低楼层,上钢八九村,2室1厅,45平,5800,128,2017.07.26上架,http://sh.lianjia.com/zufang/shz4117370.html,121.491612,31.17692545
潍坊九村，如您所见，光线充足，一室小户型,潍坊九村,1室1厅,29平,3800,131,2017.07.25上架,http://sh.lianjia.com/zufang/shz4116705.html,121.5333359,31.2270147
近地铁，精致户型，视野很好，有钥匙方便看,牡丹小区（浦东）,2室1厅,73平,7500,102,2017.07.25上架,http://sh.lianjia.com/zufang/shz4116562.html,121.5520389,31.21342712
沿河泾南路23弄，地铁沿线，两室户，有钥匙,沿河泾南路23弄,2室2厅,76平,2500,32,2017.07.25上架,http://sh.lianjia.com/zufang/shz4116478.html,121.76818038434,31.052090510662
阳光三村，好房好心情，小户型，有钥匙,阳光三村,1室1厅,36平,3500,97,2017.07.24上架,http://sh.lianjia.com/zufang/shz4115334.html,121.5588268,31.25333431
生活很便利，光线充足，链家有钥匙，一链倾城,南泉小区,2室1厅,52平,5500,105,2017.07.24上架,http://sh.lianjia.com/zufang/shz4114970.html,121.5292505,31.21939613
第五大道，近地铁，链家好房，两室户,第五大道,2室2厅,103平,11000,106,2017.07.24上架,http://sh.lianjia.com/zufang/shz4114736.html,121.554268,31.239542
丽江锦庭，2室2厅1卫，链家好房，好楼层,丽江锦庭,2室2厅,96平,7000,72,2017.07.24上架,http://sh.lianjia.com/zufang/shz4114164.html,121.583816,31.285648
一室小户型，光线充足，钥匙在店，好房好心情,金杨新村三街坊,1室1厅,43平,3600,83,2017.07.24上架,http://sh.lianjia.com/zufang/shz4114139.html,121.5845,31.256621
安泰公寓，有钥匙，高清大图，生活很便利,安泰公寓,2室1厅,60平,8000,133,2017.07.23上架,http://sh.lianjia.com/zufang/shz4114017.html,121.5231475,31.22847971
金芝苑，如您所见，有钥匙，采光棒,金芝苑,2室1厅,69平,5000,72,2017.07.23上架,http://sh.lianjia.com/zufang/shz4113634.html,121.5884971,31.25562853
上海绿城，地铁沿线，空气清新，钥匙在链家,上海绿城,1室1厅,64平,9500,148,2017.07.23上架,http://sh.lianjia.com/zufang/shz4113353.html,121.539738,31.211494
东陆新村七街坊，低楼层，链家房源，3房出租,东陆新村七街坊,3室1厅,75平,5200,69,2017.07.23上架,http://sh.lianjia.com/zufang/shz4112920.html,121.60687,31.28203
齐河花苑，附近有地铁，真实在租，高区景观好,齐河花苑,2室1厅,51平,4800,94,2017.07.22上架,http://sh.lianjia.com/zufang/shz4111261.html,121.5214462,31.18670347
有爱有家，看房方便，舒适三室，好楼层,绿城玉兰花园（二期）,3室2厅,90平,10000,111,2017.07.22上架,http://sh.lianjia.com/zufang/shz4110070.html,121.662227,31.22489
德州三村，温馨之家，交通便利，有钥匙房源,德州三村,1室0厅,29平,3200,110,2017.07.21上架,http://sh.lianjia.com/zufang/shz4108755.html,121.4957505,31.1748952
好房待租，光线充足，2室2厅2卫，钥匙在店,滨江国际,2室2厅,125平,13000,104,2017.07.20上架,http://sh.lianjia.com/zufang/shz4106863.html,121.523045,31.211741
东陆新村六街坊，高清大图，高区采光好，链家房源,东陆新村六街坊,2室1厅,83平,5400,65,2017.07.19上架,http://sh.lianjia.com/zufang/shz4105625.html,121.602294,31.285671
链家有钥匙，精致户型，上门实拍，空气清新,世茂滨江花园,2室2厅,124平,18000,145,2017.07.17上架,http://sh.lianjia.com/zufang/shz4102191.html,121.520399,31.227414
海尚乐苑，地铁沿线，高清大图，有钥匙房源,海尚乐苑,2室0厅,58平,3500,60,2017.07.17上架,http://sh.lianjia.com/zufang/shz4102061.html,121.6094,31.121799
高清实拍，钥匙房，附近有地铁，精致户型,贵龙园,2室2厅,108平,11000,101,2017.07.17上架,http://sh.lianjia.com/zufang/shz4101863.html,121.533084,31.211474
梅园五街坊，上门实勘，2室1厅，好房待租,梅园五街坊,2室1厅,52平,8500,163,2017.07.16上架,http://sh.lianjia.com/zufang/shz4099167.html,121.5351162,31.23799506
海桐小区，南北通透，小户型，高清照片,海桐小区,1室1厅,51平,5500,107,2017.07.16上架,http://sh.lianjia.com/zufang/shz4098974.html,121.5593516,31.21122911
陆家嘴中央公寓，交通方便，钥匙房，适合自住,陆家嘴中央公寓,2室2厅,119平,20000,168,2017.07.16上架,http://sh.lianjia.com/zufang/shz4098759.html,121.547503,31.220429
东明苑，附近有地铁，看房方便，3室1厅,东明苑,3室1厅,110平,8000,72,2017.07.15上架,http://sh.lianjia.com/zufang/shz4098014.html,121.516672,31.188617
盛世年华，改善住房，链家好房，附近有地铁,盛世年华,3室2厅,138平,16000,115,2017.07.15上架,http://sh.lianjia.com/zufang/shz4096557.html,121.545231,31.234402
东方城市花园，适合自住，空气清新，看房方便,东方城市花园（二期）,2室2厅,118平,9000,76,2017.07.14上架,http://sh.lianjia.com/zufang/shz4096142.html,121.528449,31.20458
上门实勘，好房好心情，有钥匙房源，适合自住,浦东南路2141弄,2室1厅,80平,8000,100,2017.07.14上架,http://sh.lianjia.com/zufang/shz4095160.html,121.5232043,31.21398514
闹中取静，有爱有家，有钥匙房源，出行方便,世茂滨江花园,1室2厅,88平,16000,181,2017.07.14上架,http://sh.lianjia.com/zufang/shz4094744.html,121.520399,31.227414
浦发绿城，光线充足，房型正气，2室2厅1卫,浦发绿城,2室2厅,88平,5000,56,2017.07.14上架,http://sh.lianjia.com/zufang/shz4094440.html,121.548636,31.156052
采光好，链家房源，钥匙房，地铁沿线,海三小区,2室1厅,61平,4800,78,2017.06.20上架,http://sh.lianjia.com/zufang/shz4092229.html,121.5605603,31.25273887
博一小区，出行方便，有爱有家，南北直通,博一小区,1室1厅,40平,4200,105,2017.07.12上架,http://sh.lianjia.com/zufang/shz4090389.html,121.589602,31.27218764
高清实拍，钥匙房，空气清新，有爱有家,未来域,3室2厅,138平,8500,61,2017.07.11上架,http://sh.lianjia.com/zufang/shz4089983.html,121.542432,31.153745
南桥路313号，上门实拍，两室户，附近有地铁,南桥路313号,2室1厅,73平,4000,54,2017.07.11上架,http://sh.lianjia.com/zufang/shz4089639.html,121.7125989,31.19697883
大唐盛世花园，一链倾城，交通便利，3室2厅,大唐盛世花园,3室2厅,143平,16000,111,2017.07.10上架,http://sh.lianjia.com/zufang/shz4087562.html,121.566444,31.213217
地铁沿线，看房方便，光线充足，如您所见,岭南苑（凌兆路127弄）,4室1厅,136平,7000,51,2017.07.10上架,http://sh.lianjia.com/zufang/shz4087513.html,121.4997766,31.14855068
滨江大楼，附近有地铁，一链倾城，钥匙在链家,滨江大楼,2室2厅,70平,6000,85,2017.07.09上架,http://sh.lianjia.com/zufang/shz4086419.html,121.5218271,31.22226537
民康苑，两室户，如您所见，空气清新,民康苑,2室2厅,92平,4500,48,2017.07.09上架,http://sh.lianjia.com/zufang/shz4086205.html,121.574644,31.162055
高清实拍，钥匙在店，温馨一室，高区景观房,光辉小区,1室1厅,53平,4500,84,2017.07.09上架,http://sh.lianjia.com/zufang/shz4085952.html,121.535504,31.24320518
新都花园，有爱有家，链家有钥匙，上下楼方便,新都花园,3室2厅,174平,18000,103,2017.07.09上架,http://sh.lianjia.com/zufang/shz4085662.html,121.538214,31.217762
好房待租，两室户，上下楼方便，地铁沿线,谢家宅小区,2室1厅,60平,6500,108,2017.07.09上架,http://sh.lianjia.com/zufang/shz4085575.html,121.524367,31.223889
毕加索小镇，2室2厅，一链倾城，出行方便,毕加索小镇（一期）（公寓）,2室2厅,93平,7200,77,2017.07.08上架,http://sh.lianjia.com/zufang/shz4084448.html,121.653788,31.221435
桃林小区，采光棒，链家好房，有钥匙,桃林小区,3室2厅,125平,12000,96,2017.07.08上架,http://sh.lianjia.com/zufang/shz4083976.html,121.552138,31.237232
朱家滩小区，一链倾城，适合自住，有钥匙,朱家滩小区,2室1厅,63平,7200,114,2017.07.08上架,http://sh.lianjia.com/zufang/shz4082808.html,121.5263242,31.2297083
有钥匙，有爱有家，高区景观好，房型正气,证大家园（公寓）,6室3厅,188平,11000,58,2017.07.08上架,http://sh.lianjia.com/zufang/shz4082632.html,121.6028134,31.28632734
低区出入方便，有爱有家，地铁沿线，温馨一室,东昌新村,1室1厅,39平,4800,123,2017.07.07上架,http://sh.lianjia.com/zufang/shz4080779.html,121.51825,31.23831918
御景园，低楼层，高清实拍，温馨一室,御景园,1室2厅,75平,9000,120,2017.07.06上架,http://sh.lianjia.com/zufang/shz4079384.html,121.558105,31.227134
高清照片，放心好房，附近有地铁，采光好,中冶尚城,4室2厅,155平,11000,70,2017.07.06上架,http://sh.lianjia.com/zufang/shz4079008.html,121.592796,31.320603
上钢三村，好房好心情，一室小户型，交通方便,上钢三村,1室1厅,34平,3200,94,2017.07.05上架,http://sh.lianjia.com/zufang/shz4077312.html,121.499058,31.180586
陆家嘴中央公寓，改善住房，链家好房，有钥匙房源,陆家嘴中央公寓,3室2厅,149平,22000,147,2017.07.04上架,http://sh.lianjia.com/zufang/shz4075107.html,121.547503,31.220429
樱花坊，看房有钥匙，真实在租，生活很便利,樱花坊,2室2厅,77平,7500,97,2017.07.03上架,http://sh.lianjia.com/zufang/shz4073521.html,121.558072,31.214566
有钥匙房源，放心好房，2室2厅，光线非常好,中新家园,2室2厅,81平,7200,88,2017.07.03上架,http://sh.lianjia.com/zufang/shz4073283.html,121.556138,31.238703
康花新村，有钥匙，近地铁，如您所见,康花新村,3室2厅,90平,5500,61,2017.07.03上架,http://sh.lianjia.com/zufang/shz4072735.html,121.5518692,31.15567025
上下楼方便，好房好心情，简约二室，钥匙在店,商城路924号,2室1厅,62平,5800,93,2017.07.03上架,http://sh.lianjia.com/zufang/shz4072608.html,121.529329,31.238248
名门河滨花园，好房待租，钥匙在链家，南北通透,名门河滨花园,2室1厅,91平,9800,107,2017.07.03上架,http://sh.lianjia.com/zufang/shz4072594.html,121.559487,31.250991
地杰国际城，南北直通，简约二室，如您所见,地杰国际城（E欧泊时光）,2室2厅,114平,4700,41,2017.07.02上架,http://sh.lianjia.com/zufang/shz4071191.html,121.579176,31.162636
真实在租，生活很便利，温馨一室，有钥匙,由由六村,1室1厅,47平,3700,78,2017.07.01上架,http://sh.lianjia.com/zufang/shz4068455.html,121.537361,31.194388
南北户型，钥匙在店，享受好房，交通方便,康乐花园（浦东）,2室2厅,101平,7200,71,2017.06.30上架,http://sh.lianjia.com/zufang/shz4065547.html,121.52539,31.209073
天后宫大楼，上下楼方便，有钥匙，有爱有家,天后宫大楼,2室0厅,72平,7500,104,2017.06.29上架,http://sh.lianjia.com/zufang/shz4064972.html,121.5230001,31.23208684
低区出入方便，交通便利，链家好房，舒适三室,张江汤臣豪园（四期）,3室2厅,127平,12000,94,2017.06.28上架,http://sh.lianjia.com/zufang/shz4062473.html,121.598745,31.204225
成山小区，生活很便利，钥匙房，高区采光好,成山小区,2室2厅,90平,6500,72,2017.06.28上架,http://sh.lianjia.com/zufang/shz4061879.html,121.5181205,31.17557114
梅园六街坊，低区出入方便，简约二室，享受好房,梅园六街坊,2室1厅,41平,5800,141,2017.06.26上架,http://sh.lianjia.com/zufang/shz4058809.html,121.5337602,31.24132805
链家好房，钥匙在链家，好楼层，精致户型,绿洲康城亲水湾（东区）,2室2厅,100平,6200,62,2017.06.26上架,http://sh.lianjia.com/zufang/shz4057666.html,121.590715,31.158333
有钥匙，南北通，好房待租，好楼层,华丽家族花园,4室1厅,148平,16500,111,2017.06.24上架,http://sh.lianjia.com/zufang/shz4053931.html,121.564362,31.229917
钥匙在店，上门实勘，南北通，低楼层,张杨花苑,3室2厅,148平,12000,81,2017.06.24上架,http://sh.lianjia.com/zufang/shz4053858.html,121.562895,31.246492
上钢七村，出行方便，光线棒，钥匙在链家,上钢七村,1室1厅,34平,3600,105,2017.06.24上架,http://sh.lianjia.com/zufang/shz4053841.html,121.493468,31.178909
放心好房，钥匙在店，舒适三室，高清大图,欣晟家园,3室2厅,135平,10500,77,2017.06.24上架,http://sh.lianjia.com/zufang/shz4053657.html,121.534118,31.208181
大气四室，看房方便，光线非常好，链家房源,华高一村,4室0厅,91平,6500,71,2017.06.19上架,http://sh.lianjia.com/zufang/shz4044297.html,121.6192976,31.28720279
放心好房，交通便利，链家有钥匙，好楼层,东源大厦,4室1厅,134平,14180,105,2017.06.18上架,http://sh.lianjia.com/zufang/shz4041562.html,121.525886,31.216204
华阳苑，改善住房，光线棒，好房待租,华阳苑,3室2厅,137平,12000,87,2017.06.18上架,http://sh.lianjia.com/zufang/shz4041088.html,121.560857,31.245692
钥匙在链家，南北直通，享受好房，上门实勘,绿城上海御园,4室2厅,183平,20000,109,2017.06.17上架,http://sh.lianjia.com/zufang/shz4040211.html,121.601032,31.298523
家化滨江苑，地铁沿线，视野开阔，小户型,家化滨江苑,1室2厅,85平,12000,141,2017.06.17上架,http://sh.lianjia.com/zufang/shz4039839.html,121.520219,31.220365
上门实拍，上下楼方便，南北直通，钥匙房,中星景园,3室2厅,145平,15000,103,2017.06.17上架,http://sh.lianjia.com/zufang/shz4038479.html,121.554341,31.237338
高区景观房，一链倾城，钥匙在店，附近有地铁,阳明花园广场,2室2厅,103平,6000,58,2017.06.16上架,http://sh.lianjia.com/zufang/shz4037949.html,121.5967476,31.34149663
仁恒滨江园，链家好房，改善住房，上门实拍,仁恒滨江园,3室2厅,166平,24900,150,2017.06.14上架,http://sh.lianjia.com/zufang/shz4032053.html,121.514066,31.236233
桃林小区，钥匙在链家，交通便利，如您所见,桃林小区,2室2厅,103平,8300,80,2017.06.10上架,http://sh.lianjia.com/zufang/shz4024487.html,121.552138,31.237232
高清照片，2室0厅，链家有钥匙，地铁沿线,梅园三街坊,2室0厅,49平,6000,122,2017.06.09上架,http://sh.lianjia.com/zufang/shz4021669.html,121.5305678,31.23972158
陆家嘴花园，南北通，地铁沿线，4室2厅,陆家嘴花园（二期）,4室2厅,178平,18000,101,2017.06.09上架,http://sh.lianjia.com/zufang/shz4021159.html,121.548948,31.236296
交通便利，适合自住，南北户型，好房好心情,金厦苑,2室1厅,77平,4500,58,2017.06.08上架,http://sh.lianjia.com/zufang/shz4021046.html,121.6995958,31.19348832
附近有地铁，好楼层，精致户型，南北户型,城市经典（二期）（公寓）,2室2厅,99平,9500,95,2017.06.08上架,http://sh.lianjia.com/zufang/shz4020743.html,121.620053,31.218749
近地铁，空气清新，高清大图，好房好心情,绿城玉兰花园（一期）,2室2厅,131平,13000,99,2017.06.08上架,http://sh.lianjia.com/zufang/shz4019793.html,121.662902,31.225901
